latitude,longitude,stations,entries and exits,lateral_vibration
52.15811807,0.134509303,0,0,0.213
52.15792992,0.134592253,0,0,0.150
52.15774177,0.134675202,0,0,0.202
52.15755362,0.134758152,0,0,0.198
52.15736546,0.134841101,0,0,0.138
52.15717731,0.134924051,0,0,0.213
52.15698916,0.135007001,0,0,0.223
52.156801,0.13508995,0,0,0.250
52.15660295,0.135137578,0,0,0.248
52.15639909,0.135164519,0,0,0.127
52.15619524,0.13519146,0,0,0.149
52.15599109,0.135211348,0,0,0.222
52.15578569,0.135201645,0,0,0.222
52.15558029,0.135191943,0,0,0.222
52.15537674,0.135173967,0,0,0.389
52.15518668,0.135095488,0,0,0.225
52.15499662,0.135017009,0,0,0.254
52.15480656,0.13493853,0,0,0.245
52.1546165,0.134860051,0,0,0.230
52.15442644,0.134781572,0,0,0.182
52.15425037,0.134675813,0,0,0.236
52.15408442,0.134554785,0,0,0.159
52.15392433,0.134426044,0,0,0.186
52.15377902,0.134280554,0,0,0.174
52.15363371,0.134135064,0,0,0.202
52.1534884,0.133989574,0,0,0.314
52.15334309,0.133844084,0,0,0.105
52.15321024,0.13368838,0,0,0.233
52.15309613,0.13351732,0,0,0.118
52.15298203,0.13334626,0,0,0.175
52.15286792,0.1331752,0,0,0.253
52.15275381,0.13300414,0,0,0.202
52.1526397,0.132833081,0,0,0.145
52.15252559,0.132662021,0,0,0.163
52.15244296,0.132473941,0,0,0.233
52.1523623,0.132284795,0,0,0.163
52.15228164,0.13209565,0,0,0.210
52.15220098,0.131906504,0,0,0.202
52.15212032,0.131717359,0,0,0.167
52.15203965,0.131528213,0,0,0.307
52.15196431,0.131336895,0,0,0.231
52.15188928,0.131145445,0,0,0.100
52.15181425,0.130953994,0,0,0.209
52.15173922,0.130762544,0,0,0.167
52.1516642,0.130571094,0,0,0.242
52.15158917,0.130379644,0,0,0.160
52.15151414,0.130188193,0,0,0.194
52.15143912,0.129996743,0,0,0.225
52.15136409,0.129805293,0,0,0.243
52.15128906,0.129613843,0,0,0.140
52.15121404,0.129422392,0,0,0.183
52.15113901,0.129230942,0,0,0.176
52.15106398,0.129039492,0,0,0.167
52.15098896,0.128848042,0,0,0.288
52.15091393,0.128656591,0,0,0.220
52.1508389,0.128465141,0,0,0.137
52.15076388,0.128273691,0,0,0.246
52.15068885,0.128082241,0,0,0.306
52.15061382,0.12789079,0,0,0.252
52.1505388,0.12769934,0,0,0.124
52.15046377,0.12750789,0,0,0.176
52.15038874,0.12731644,0,0,0.263
52.15031372,0.127124989,0,0,0.165
52.15023869,0.126933539,0,0,0.222
52.15016366,0.126742089,0,0,0.239
52.15008864,0.126550639,0,0,0.153
52.15001361,0.126359188,0,0,0.197
52.14993858,0.126167738,0,0,0.100
52.14986356,0.125976288,0,0,0.148
52.14978853,0.125784837,0,0,0.187
52.1497135,0.125593387,0,0,0.137
52.14963847,0.125401937,0,0,0.281
52.14956345,0.125210487,0,0,0.128
52.14948842,0.125019036,0,0,0.177
52.14941339,0.124827586,0,0,0.206
52.14933837,0.124636136,0,0,0.271
52.14926334,0.124444686,0,0,0.127
52.14918831,0.124253235,0,0,0.257
52.14911329,0.124061785,0,0,0.199
52.14903826,0.123870335,0,0,0.150
52.14896323,0.123678885,0,0,0.222
52.14888821,0.123487434,0,0,0.209
52.14881318,0.123295984,0,0,0.169
52.14873815,0.123104534,0,0,0.202
52.14866313,0.122913084,0,0,0.179
52.1485881,0.122721633,0,0,0.204
52.14851307,0.122530183,0,0,0.231
52.14843805,0.122338733,0,0,0.277
52.14836302,0.122147283,0,0,0.136
52.14828799,0.121955832,0,0,0.304
52.14821297,0.121764382,0,0,0.100
52.14813794,0.121572932,0,0,0.190
52.14806291,0.121381482,0,0,0.227
52.14798789,0.121190031,0,0,0.211
52.14791286,0.120998581,0,0,0.166
52.14783783,0.120807131,0,0,0.186
52.14776281,0.120615681,0,0,0.172
52.14768778,0.12042423,0,0,0.167
52.14761275,0.12023278,0,0,0.239
52.14753773,0.12004133,0,0,0.214
52.1474627,0.119849879,0,0,0.161
52.14738767,0.119658429,0,0,0.241
52.14731264,0.119466979,0,0,0.211
52.14723762,0.119275529,0,0,0.236
52.14716259,0.119084078,0,0,0.227
52.14708756,0.118892628,0,0,0.154
52.14701254,0.118701178,0,0,0.167
52.14693751,0.118509728,0,0,0.232
52.14686248,0.118318277,0,0,0.225
52.14678746,0.118126827,0,0,0.193
52.14671243,0.117935377,0,0,0.200
52.1466374,0.117743927,0,0,0.258
52.14656238,0.117552476,0,0,0.164
52.14648735,0.117361026,0,0,0.221
52.14641232,0.117169576,0,0,0.183
52.1463373,0.116978126,0,0,0.182
52.14626227,0.116786675,0,0,0.248
52.14618724,0.116595225,0,0,0.234
52.14611222,0.116403775,0,0,0.233
52.14603719,0.116212325,0,0,0.257
52.14596216,0.116020874,0,0,0.193
52.14588714,0.115829424,0,0,0.226
52.14581211,0.115637974,0,0,0.176
52.14573708,0.115446524,0,0,0.207
52.14566206,0.115255073,0,0,0.184
52.14558703,0.115063623,0,0,0.195
52.145512,0.114872173,0,0,0.220
52.14543698,0.114680723,0,0,0.149
52.14536195,0.114489272,0,0,0.294
52.14528692,0.114297822,0,0,0.139
52.14521189,0.114106372,0,0,0.128
52.14513687,0.113914921,0,0,0.247
52.14506184,0.113723471,0,0,0.228
52.14498681,0.113532021,0,0,0.219
52.14491179,0.113340571,0,0,0.219
52.14483676,0.11314912,0,0,0.187
52.14476173,0.11295767,0,0,0.142
52.14468671,0.11276622,0,0,0.191
52.14461168,0.11257477,0,0,0.153
52.14453665,0.112383319,0,0,0.235
52.14446163,0.112191869,0,0,0.179
52.1443866,0.112000419,0,0,0.144
52.14431157,0.111808969,0,0,0.169
52.14423655,0.111617518,0,0,0.206
52.14416152,0.111426068,0,0,0.157
52.14408649,0.111234618,0,0,0.143
52.14401147,0.111043168,0,0,0.196
52.14393644,0.110851717,0,0,0.196
52.14386141,0.110660267,0,0,0.158
52.14378639,0.110468817,0,0,0.159
52.14371136,0.110277367,0,0,0.194
52.14363633,0.110085916,0,0,0.110
52.14356131,0.109894466,0,0,0.112
52.14348628,0.109703016,0,0,0.146
52.14341125,0.109511566,0,0,0.171
52.14333623,0.109320115,0,0,0.196
52.1432612,0.109128665,0,0,0.254
52.14318617,0.108937215,0,0,0.223
52.14311115,0.108745765,0,0,0.172
52.14303612,0.108554314,0,0,0.178
52.14296109,0.108362864,0,0,0.129
52.14288606,0.108171414,0,0,0.178
52.14281104,0.107979963,0,0,0.164
52.14273601,0.107788513,0,0,0.194
52.14266098,0.107597063,0,0,0.136
52.14258596,0.107405613,0,0,0.203
52.14251093,0.107214162,0,0,0.253
52.1424359,0.107022712,0,0,0.171
52.14236088,0.106831262,0,0,0.196
52.14228585,0.106639812,0,0,0.210
52.14221082,0.106448361,0,0,0.155
52.1421358,0.106256911,0,0,0.186
52.14206077,0.106065461,0,0,0.175
52.14198574,0.105874011,0,0,0.179
52.14191072,0.10568256,0,0,0.135
52.14183569,0.10549111,0,0,0.174
52.14176066,0.10529966,0,0,0.197
52.14168564,0.10510821,0,0,0.245
52.14161061,0.104916759,0,0,0.220
52.14153558,0.104725309,0,0,0.279
52.14146056,0.104533859,0,0,0.132
52.14138553,0.104342409,0,0,0.214
52.1413105,0.104150958,0,0,0.179
52.14123548,0.103959508,0,0,0.279
52.14116045,0.103768058,0,0,0.128
52.14108542,0.103576608,0,0,0.126
52.1410104,0.103385157,0,0,0.138
52.14093537,0.103193707,0,0,0.100
52.14086034,0.103002257,0,0,0.141
52.14078532,0.102810807,0,0,0.129
52.14071029,0.102619356,0,0,0.174
52.14063526,0.102427906,0,0,0.183
52.14056023,0.102236456,0,0,0.259
52.14048521,0.102045005,0,0,0.212
52.14041018,0.101853555,0,0,0.135
52.14033515,0.101662105,0,0,0.119
52.14026013,0.101470655,0,0,0.188
52.1401851,0.101279204,0,0,0.100
52.14011007,0.101087754,0,0,0.254
52.14003505,0.100896304,0,0,0.221
52.13996002,0.100704854,0,0,0.138
52.13988499,0.100513403,0,0,0.100
52.13980997,0.100321953,0,0,0.228
52.13973494,0.100130503,0,0,0.154
52.13965991,0.099939053,0,0,0.221
52.13958489,0.099747602,0,0,0.100
52.13950986,0.099556152,0,0,0.128
52.13943483,0.099364702,0,0,0.158
52.13935981,0.099173252,0,0,0.160
52.13928478,0.098981801,0,0,0.134
52.13920975,0.098790351,0,0,0.187
52.13913473,0.098598901,0,0,0.102
52.1390597,0.098407451,0,0,0.148
52.13898467,0.098216,0,0,0.161
52.13890965,0.09802455,0,0,0.180
52.13883462,0.0978331,0,0,0.189
52.13875959,0.09764165,0,0,0.100
52.13868457,0.097450199,0,0,0.100
52.13860954,0.097258749,0,0,0.216
52.13853451,0.097067299,0,0,0.168
52.13845948,0.096875849,0,0,0.113
52.13838446,0.096684398,0,0,0.228
52.13830943,0.096492948,0,0,0.156
52.1382344,0.096301498,0,0,0.208
52.13815938,0.096110047,0,0,0.152
52.13808435,0.095918597,0,0,0.251
52.13800932,0.095727147,0,0,0.235
52.1379343,0.095535697,0,0,0.135
52.13785927,0.095344246,0,0,0.195
52.13778424,0.095152796,0,0,0.178
52.13770922,0.094961346,0,0,0.214
52.13763419,0.094769896,0,0,0.100
52.13755916,0.094578445,0,0,0.179
52.13748414,0.094386995,0,0,0.197
52.13740911,0.094195545,0,0,0.100
52.13733408,0.094004095,0,0,0.100
52.13725906,0.093812644,0,0,0.100
52.13718403,0.093621194,0,0,0.128
52.137109,0.093429744,0,0,0.177
52.13703398,0.093238294,0,0,0.215
52.13695895,0.093046843,0,0,0.143
52.13688392,0.092855393,0,0,0.221
52.1368089,0.092663943,0,0,0.100
52.13673387,0.092472493,0,0,0.100
52.13665884,0.092281042,0,0,0.135
52.13658382,0.092089592,0,0,0.156
52.13650879,0.091898142,0,0,0.135
52.13643376,0.091706692,0,0,0.100
52.13635874,0.091515241,0,0,0.131
52.13628371,0.091323791,0,0,0.100
52.13620868,0.091132341,0,0,0.167
52.13613365,0.090940891,0,0,0.152
52.13605863,0.09074944,0,0,0.100
52.1359836,0.09055799,0,0,0.106
52.13590857,0.09036654,0,0,0.100
52.13583355,0.090175089,0,0,0.128
52.13575852,0.089983639,0,0,0.178
52.13568349,0.089792189,0,0,0.100
52.1356084,0.089600766,0,0,0.154
52.13552308,0.089413677,0,0,0.102
52.13543776,0.089226587,0,0,0.100
52.13535244,0.089039498,0,0,0.122
52.13526712,0.088852408,0,0,0.100
52.1351818,0.088665319,0,0,0.100
52.13509647,0.088478229,0,0,0.100
52.13501115,0.08829114,0,0,0.223
52.13492583,0.08810405,0,0,0.126
52.13484051,0.087916961,0,0,0.100
52.13475519,0.087729871,0,0,0.134
52.13466987,0.087542782,0,0,0.117
52.13458455,0.087355692,0,0,0.111
52.13449922,0.087168602,0,0,0.152
52.1344139,0.086981513,0,0,0.158
52.13432858,0.086794423,0,0,0.100
52.13424326,0.086607334,0,0,0.100
52.13415794,0.086420244,0,0,0.105
52.13407262,0.086233155,0,0,0.100
52.1339873,0.086046065,0,0,0.100
52.13390198,0.085858976,0,0,0.185
52.13381665,0.085671886,0,0,0.198
52.13373099,0.085484968,0,0,0.103
52.13363436,0.085303457,0,0,0.144
52.13353774,0.085121946,0,0,0.130
52.13344112,0.084940435,0,0,0.268
52.13334449,0.084758924,0,0,0.169
52.13324787,0.084577413,0,0,0.106
52.13315125,0.084395903,0,0,0.100
52.13305462,0.084214392,0,0,0.100
52.13295489,0.084034584,0,0,0.121
52.13285406,0.083855378,0,0,0.100
52.13275322,0.083676173,0,0,0.100
52.13265239,0.083496968,0,0,0.100
52.1325502,0.083318537,0,0,0.100
52.13244693,0.083140719,0,0,0.192
52.13234306,0.082963268,0,0,0.151
52.1322357,0.082787893,0,0,0.106
52.13212834,0.082612518,0,0,0.180
52.13202098,0.082437144,0,0,0.109
52.13191362,0.082261769,0,0,0.100
52.131806,0.082086561,0,0,0.180
52.13169207,0.081915387,0,0,0.130
52.13157813,0.081744213,0,0,0.100
52.13146419,0.081573039,0,0,0.100
52.13135025,0.081401865,0,0,0.545
52.13123632,0.081230691,0,0,0.623
52.13112105,0.081060466,0,0,0.800
52.13099651,0.080896844,0,0,0.724
52.13087197,0.080733221,0,0,0.461
52.13074743,0.080569599,0,0,0.760
52.13062289,0.080405976,0,0,0.800
52.13049835,0.080242354,0,0,0.666
52.13037381,0.080078731,0,0,0.800
52.13024928,0.079915108,0,0,0.786
52.13012474,0.079751486,0,0,0.556
52.1300002,0.079587863,0,0,0.736
52.12987566,0.079424241,0,0,0.681
52.12975112,0.079260618,0,0,0.591
52.12962658,0.079096996,0,0,0.755
52.12950204,0.078933373,0,0,0.743
52.12937751,0.078769751,0,0,0.534
52.12925297,0.078606128,0,0,0.800
52.12912843,0.078442505,0,0,0.800
52.12900389,0.078278883,0,0,0.800
52.12887935,0.07811526,0,0,0.620
52.12875481,0.077951638,0,0,0.800
52.12862479,0.077792521,0,0,0.551
52.12848835,0.07763868,0,0,0.536
52.12835192,0.077484839,0,0,0.758
52.12821548,0.077330999,0,0,0.795
52.12807904,0.077177158,0,0,0.686
52.12795067,0.077016541,0,0,0.590
52.1278226,0.076855668,0,0,0.415
52.12769453,0.076694795,0,0,0.735
52.12756646,0.076533921,0,0,0.662
52.12743838,0.076373048,0,0,0.661
52.12731031,0.076212175,0,0,0.685
52.12718224,0.076051301,0,0,0.784
52.12705417,0.075890428,0,0,0.718
52.1269261,0.075729555,0,0,0.718
52.12679803,0.075568681,0,0,0.800
52.12666996,0.075407808,0,0,0.717
52.12654189,0.075246935,0,0,0.439
52.12641382,0.075086062,0,0,0.471
52.12628575,0.074925188,0,0,0.800
52.12615768,0.074764315,0,0,0.558
52.12602961,0.074603442,0,0,0.749
52.12590154,0.074442568,0,0,0.499
52.12577347,0.074281695,0,0,0.608
52.12565059,0.074117336,0,0,0.747
52.12555004,0.073937972,0,0,0.739
52.12544948,0.073758608,0,0,0.679
52.12534893,0.073579245,0,0,0.800
52.12524838,0.073399881,0,0,0.100
52.12514782,0.073220517,0,0,0.100
52.12504727,0.073041153,0,0,0.100
52.12494672,0.07286179,0,0,0.100
52.12484617,0.072682426,0,0,0.100
52.12474561,0.072503062,0,0,0.126
52.12464506,0.072323698,0,0,0.100
52.12454451,0.072144334,0,0,0.100
52.12444396,0.071964971,0,0,0.100
52.1243434,0.071785607,0,0,0.100
52.12424285,0.071606243,0,0,0.100
52.1241423,0.071426879,0,0,0.100
52.12404174,0.071247515,0,0,0.100
52.12394119,0.071068152,0,0,0.100
52.12384064,0.070888788,0,0,0.166
52.12374009,0.070709424,0,0,0.106
52.12363953,0.07053006,0,0,0.100
52.12353898,0.070350696,0,0,0.121
52.12343843,0.070171333,0,0,0.100
52.12333788,0.069991969,0,0,0.100
52.12323732,0.069812605,0,0,0.100
52.12313677,0.069633241,0,0,0.100
52.12303622,0.069453878,0,0,0.100
52.12293566,0.069274514,0,0,0.100
52.12283511,0.06909515,0,0,0.141
52.1227404,0.068912926,0,0,0.100
52.12266038,0.068723509,0,0,0.100
52.12258036,0.068534092,0,0,0.100
52.12250028,0.0683447,0,0,0.100
52.12242008,0.068155357,0,0,0.100
52.12233988,0.067966014,0,0,0.100
52.12227194,0.067772007,0,0,0.100
52.12220587,0.067577283,0,0,0.109
52.1221398,0.067382559,0,0,0.100
52.12207374,0.067187834,0,0,0.100
52.12200767,0.06699311,0,0,0.100
52.12194161,0.066798386,0,0,0.164
52.12187554,0.066603662,0,0,0.100
52.12180947,0.066408938,0,0,0.100
52.12174341,0.066214214,0,0,0.100
52.12167734,0.066019489,0,0,0.100
52.12161128,0.065824765,0,0,0.100
52.12154521,0.065630041,0,0,0.100
52.12147914,0.065435317,0,0,0.100
52.12141308,0.065240593,0,0,0.100
52.12134701,0.065045869,0,0,0.100
52.12128095,0.064851144,0,0,0.100
52.12121488,0.06465642,0,0,0.100
52.12114881,0.064461696,0,0,0.100
52.12108275,0.064266972,0,0,0.100
52.12101668,0.064072248,0,0,0.100
52.12095062,0.063877524,0,0,0.100
52.12088455,0.063682799,0,0,0.100
52.12081848,0.063488075,0,0,0.100
52.12075242,0.063293351,0,0,0.100
52.12068635,0.063098627,0,0,0.100
52.12062785,0.062901834,0,0,0.107
52.12058561,0.062700592,0,0,0.100
52.12054337,0.062499351,0,0,0.132
52.12050113,0.06229811,0,0,0.100
52.12045889,0.062096868,0,0,0.100
52.12041666,0.061895627,0,0,0.100
52.12037442,0.061694385,0,0,0.111
52.12033218,0.061493144,0,0,0.100
52.12028994,0.061291902,0,0,0.100
52.1202477,0.061090661,0,0,0.100
52.12020546,0.06088942,0,0,0.100
52.12016322,0.060688178,0,0,0.157
52.12012098,0.060486937,0,0,0.100
52.12007875,0.060285695,0,0,0.100
52.12003651,0.060084454,0,0,0.100
52.11999427,0.059883212,0,0,0.100
52.11995203,0.059681971,0,0,0.100
52.11990979,0.05948073,0,0,0.100
52.11986755,0.059279488,0,0,0.100
52.11982531,0.059078247,0,0,0.125
52.11978308,0.058877005,0,0,0.100
52.11974084,0.058675764,0,0,0.109
52.1196986,0.058474523,0,0,0.100
52.11965636,0.058273281,0,0,0.100
52.11961412,0.05807204,0,0,0.100
52.11957188,0.057870798,0,0,0.100
52.11952964,0.057669557,0,0,0.100
52.1194874,0.057468315,0,0,0.100
52.11944517,0.057267074,0,0,0.103
52.11940293,0.057065833,0,0,0.100
52.11936069,0.056864591,0,0,0.100
52.11931845,0.05666335,0,0,0.100
52.11927621,0.056462108,0,0,0.100
52.1192377,0.056260128,0,0,0.100
52.11920004,0.056057979,0,0,0.100
52.11916238,0.055855831,0,0,0.100
52.11912472,0.055653683,0,0,0.100
52.11908706,0.055451535,0,0,0.100
52.1190494,0.055249387,0,0,0.106
52.11901174,0.055047238,0,0,0.100
52.11897408,0.05484509,0,0,0.100
52.11893642,0.054642942,0,0,0.100
52.11889876,0.054440794,0,0,0.100
52.1188611,0.054238646,0,0,0.100
52.11882344,0.054036497,0,0,0.100
52.11878578,0.053834349,0,0,0.100
52.11874812,0.053632201,0,0,0.100
52.11871046,0.053430053,0,0,0.111
52.11867279,0.053227905,0,0,0.100
52.11863513,0.053025756,0,0,0.100
52.11859747,0.052823608,0,0,0.100
52.11855981,0.05262146,0,0,0.146
52.11852215,0.052419312,0,0,0.100
52.11848449,0.052217164,0,0,0.100
52.11844683,0.052015015,0,0,0.100
52.11840917,0.051812867,0,0,0.100
52.11837151,0.051610719,0,0,0.100
52.11833385,0.051408571,0,0,0.100
52.11829619,0.051206423,0,0,0.100
52.11825853,0.051004274,0,0,0.100
52.11822087,0.050802126,0,0,0.100
52.11818321,0.050599978,0,0,0.100
52.11814555,0.05039783,0,0,0.100
52.11810788,0.050195682,0,0,0.100
52.11807022,0.049993533,0,0,0.100
52.11803256,0.049791385,0,0,0.100
52.1179949,0.049589237,0,0,0.100
52.11795724,0.049387089,0,0,0.100
52.11791958,0.049184941,0,0,0.100
52.11788192,0.048982792,0,0,0.100
52.11784426,0.048780644,0,0,0.100
52.1178066,0.048578496,0,0,0.100
52.11776894,0.048376348,0,0,0.100
52.11773128,0.0481742,0,0,0.100
52.11769362,0.047972051,0,0,0.100
52.11765596,0.047769903,0,0,0.100
52.1176183,0.047567755,0,0,0.100
52.11758064,0.047365607,0,0,0.100
52.11754297,0.047163459,0,0,0.100
52.11750531,0.04696131,0,0,0.100
52.11746765,0.046759162,0,0,0.100
52.11742999,0.046557014,0,0,0.100
52.11739233,0.046354866,0,0,0.100
52.11735467,0.046152718,0,0,0.100
52.11731701,0.045950569,0,0,0.100
52.11727935,0.045748421,0,0,0.100
52.11724169,0.045546273,0,0,0.100
52.11720403,0.045344125,0,0,0.100
52.11716637,0.045141977,0,0,0.100
52.11712871,0.044939828,0,0,0.100
52.11709105,0.04473768,0,0,0.100
52.11705339,0.044535532,0,0,0.100
52.11701573,0.044333384,0,0,0.100
