latitude,longitude,stations,entries and exits,lateral_vibration
52.11697807,0.044131236,0,0,0.100
52.1169404,0.043929087,0,0,0.100
52.11690274,0.043726939,0,0,0.100
52.11686508,0.043524791,0,0,0.100
52.11682742,0.043322643,0,0,0.100
52.11678976,0.043120495,0,0,0.100
52.1167521,0.042918347,0,0,0.100
52.11671444,0.042716198,0,0,0.100
52.11667678,0.04251405,0,0,0.100
52.11663912,0.042311902,0,0,0.100
52.11660146,0.042109754,0,0,0.100
52.1165638,0.041907606,0,0,0.100
52.11652614,0.041705457,0,0,0.100
52.11648848,0.041503309,0,0,0.100
52.11645082,0.041301161,0,0,0.100
52.11641316,0.041099013,0,0,0.100
52.11637549,0.040896865,0,0,0.100
52.11633783,0.040694716,0,0,0.100
52.11630017,0.040492568,0,0,0.100
52.11626251,0.04029042,0,0,0.100
52.11622485,0.040088272,0,0,0.100
52.11618719,0.039886124,0,0,0.100
52.11614953,0.039683975,0,0,0.100
52.11611187,0.039481827,0,0,0.100
52.11607421,0.039279679,0,0,0.100
52.11603655,0.039077531,0,0,0.100
52.11599889,0.038875383,0,0,0.100
52.11596123,0.038673234,0,0,0.100
52.11592357,0.038471086,0,0,0.100
52.11588591,0.038268938,0,0,0.100
52.11584825,0.03806679,0,0,0.100
52.11581058,0.037864642,0,0,0.100
52.11577292,0.037662493,0,0,0.100
52.11573526,0.037460345,0,0,0.100
52.1156976,0.037258197,0,0,0.100
52.11565994,0.037056049,0,0,0.100
52.11562228,0.036853901,0,0,0.100
52.11558462,0.036651752,0,0,0.100
52.11554696,0.036449604,0,0,0.100
52.1155093,0.036247456,0,0,0.100
52.11547164,0.036045308,0,0,0.100
52.11543398,0.03584316,0,0,0.100
52.11539632,0.035641011,0,0,0.100
52.11535866,0.035438863,0,0,0.100
52.115321,0.035236715,0,0,0.100
52.11528334,0.035034567,0,0,0.100
52.11524567,0.034832419,0,0,0.100
52.11520801,0.03463027,0,0,0.100
52.11517035,0.034428122,0,0,0.100
52.11513269,0.034225974,0,0,0.100
52.11509503,0.034023826,0,0,0.100
52.11505737,0.033821678,0,0,0.100
52.11501717,0.03362004,0,0,0.100
52.11497378,0.033419043,0,0,0.100
52.11492799,0.033218639,0,0,0.100
52.11487294,0.03302052,0,0,0.100
52.11481788,0.032822402,0,0,0.100
52.11476282,0.032624284,0,0,0.100
52.11470776,0.032426165,0,0,0.100
52.11465271,0.032228047,0,0,0.132
52.1145917,0.032031719,0,0,0.100
52.11452832,0.031836102,0,0,0.100
52.11446495,0.031640485,0,0,0.100
52.11439675,0.031446568,0,0,0.100
52.11432274,0.03125473,0,0,0.100
52.11424516,0.031064303,0,0,0.100
52.11416757,0.030873876,0,0,0.128
52.11408706,0.030684682,0,0,0.100
52.11399968,0.030498579,0,0,0.100
52.11391025,0.030313417,0,0,0.100
52.11382083,0.030128254,0,0,0.100
52.11372742,0.02994512,0,0,0.100
52.11363027,0.029763889,0,0,0.100
52.11353223,0.029583171,0,0,0.100
52.11342553,0.029407394,0,0,0.100
52.11331883,0.029231618,0,0,0.100
52.11320958,0.029057503,0,0,0.100
52.11309156,0.028889122,0,0,0.100
52.11297353,0.028720741,0,0,0.100
52.1128555,0.02855236,0,0,0.100
52.11272803,0.028391164,0,0,0.100
52.11259726,0.028232482,0,0,0.100
52.11246648,0.0280738,0,0,0.100
52.11233571,0.027915119,0,0,0.100
52.11220493,0.027756437,0,0,0.100
52.11206138,0.027609547,0,0,0.100
52.11191362,0.027466546,0,0,0.100
52.11176586,0.027323546,0,0,0.100
52.1116181,0.027180545,0,0,0.100
52.11146833,0.027039742,0,0,0.100
52.11131321,0.026904751,0,0,0.100
52.1111581,0.026769761,0,0,0.100
52.11100299,0.02663477,0,0,0.100
52.11084788,0.02649978,0,0,0.100
52.11069276,0.026364789,0,0,0.100
52.1105376,0.02622986,0,0,0.100
52.11038231,0.026095071,0,0,0.100
52.11022703,0.025960281,0,0,0.100
52.11007174,0.025825492,0,0,0.100
52.10991645,0.025690703,0,0,0.100
52.10976116,0.025555914,0,0,0.100
52.10960588,0.025421124,0,0,0.100
52.10945059,0.025286335,0,0,0.100
52.1092953,0.025151546,0,0,0.100
52.10914002,0.025016756,0,0,0.100
52.10898473,0.024881967,0,0,0.100
52.10882944,0.024747178,0,0,0.100
52.10867415,0.024612389,0,0,0.100
52.10851915,0.024477279,0,0,0.100
52.10836422,0.02434207,0,0,0.100
52.1082093,0.024206862,0,0,0.100
52.10805438,0.024071653,0,0,0.100
52.10789946,0.023936444,0,0,0.100
52.10774454,0.023801235,0,0,0.100
52.10758956,0.023666086,0,0,0.100
52.10743439,0.023531169,0,0,0.100
52.10727921,0.023396253,0,0,0.100
52.10712403,0.023261337,0,0,0.100
52.10696886,0.02312642,0,0,0.100
52.10681368,0.022991504,0,0,0.100
52.1066585,0.022856588,0,0,0.100
52.10650333,0.022721671,0,0,0.100
52.10634815,0.022586755,0,0,0.100
52.10619297,0.022451839,0,0,0.100
52.1060378,0.022316922,0,0,0.100
52.10588262,0.022182006,0,0,0.100
52.10572744,0.02204709,0,0,0.125
52.10557227,0.021912173,0,0,0.100
52.10541709,0.021777257,0,0,0.100
52.10526191,0.021642341,0,0,0.100
52.10510674,0.021507424,0,0,0.100
52.10495156,0.021372508,0,0,0.100
52.10479638,0.021237592,0,0,0.100
52.10464121,0.021102675,0,0,0.100
52.10448603,0.020967759,0,0,0.100
52.10433085,0.020832843,0,0,0.100
52.10417568,0.020697926,0,0,0.100
52.1040205,0.02056301,0,0,0.100
52.10386532,0.020428094,0,0,0.100
52.10371015,0.020293177,0,0,0.100
52.10355497,0.020158261,0,0,0.100
52.10339979,0.020023345,0,0,0.100
52.10324462,0.019888428,0,0,0.100
52.10308944,0.019753512,0,0,0.100
52.10293426,0.019618596,0,0,0.100
52.10277909,0.019483679,0,0,0.100
52.10262391,0.019348763,0,0,0.100
52.10246873,0.019213847,0,0,0.100
52.10231356,0.01907893,0,0,0.800
52.10215838,0.018944014,0,0,0.525
52.1020032,0.018809098,0,0,0.557
52.10184803,0.018674181,0,0,0.800
52.10169285,0.018539265,0,0,0.733
52.10153767,0.018404349,0,0,0.600
52.1013825,0.018269432,0,0,0.785
52.10122732,0.018134516,0,0,0.396
52.10107214,0.0179996,0,0,0.508
52.10091697,0.017864683,0,0,0.729
52.10076179,0.017729767,0,0,0.679
52.10060661,0.017594851,0,0,0.439
52.10045144,0.017459934,0,0,0.527
52.10029626,0.017325018,0,0,0.456
52.10014108,0.017190102,0,0,0.652
52.09998591,0.017055185,0,0,0.800
52.09983073,0.016920269,0,0,0.787
52.09967555,0.016785353,0,0,0.627
52.09952038,0.016650436,0,0,0.688
52.0993652,0.01651552,0,0,0.719
52.09921002,0.016380604,0,0,0.449
52.09905485,0.016245687,0,0,0.542
52.09889967,0.016110771,0,0,0.515
52.09874449,0.015975854,0,0,0.771
52.09858932,0.015840938,0,0,0.800
52.09843414,0.015706022,0,0,0.742
52.09827896,0.015571105,0,0,0.709
52.09812379,0.015436189,0,0,0.436
52.09796861,0.015301273,0,0,0.602
52.09781343,0.015166356,0,0,0.673
52.09765826,0.01503144,0,0,0.608
52.09750308,0.014896524,0,0,0.616
52.0973479,0.014761607,0,0,0.755
52.09719273,0.014626691,0,0,0.739
52.09703755,0.014491775,0,0,0.790
52.09688237,0.014356858,0,0,0.800
52.0967272,0.014221942,0,0,0.800
52.09657202,0.014087026,0,0,0.482
52.09641684,0.013952109,0,0,0.443
52.09626167,0.013817193,0,0,0.620
52.09610649,0.013682277,0,0,0.519
52.09595131,0.01354736,0,0,0.736
52.09579614,0.013412444,0,0,0.717
52.09564096,0.013277528,0,0,0.648
52.09548578,0.013142611,0,0,0.569
52.09533061,0.013007695,0,0,0.100
52.09517543,0.012872779,0,0,0.100
52.09502025,0.012737862,0,0,0.100
52.09486508,0.012602946,0,0,0.100
52.0947099,0.01246803,0,0,0.100
52.09455472,0.012333113,0,0,0.107
52.09439955,0.012198197,0,0,0.100
52.09424437,0.012063281,0,0,0.100
52.09408919,0.011928364,0,0,0.100
52.09393402,0.011793448,0,0,0.101
52.09377884,0.011658532,0,0,0.100
52.09362366,0.011523615,0,0,0.100
52.09346849,0.011388699,0,0,0.100
52.09331331,0.011253783,0,0,0.100
52.09315813,0.011118866,0,0,0.107
52.09300296,0.01098395,0,0,0.100
52.09284778,0.010849034,0,0,0.100
52.0926926,0.010714117,0,0,0.100
52.09253743,0.010579201,0,0,0.100
52.09238225,0.010444285,0,0,0.100
52.09222707,0.010309368,0,0,0.154
52.0920719,0.010174452,0,0,0.100
52.09191672,0.010039536,0,0,0.100
52.09176154,0.009904619,0,0,0.100
52.09160637,0.009769703,0,0,0.127
52.09145119,0.009634787,0,0,0.100
52.09129601,0.00949987,0,0,0.100
52.09114084,0.009364954,0,0,0.100
52.09098566,0.009230038,0,0,0.100
52.09083048,0.009095121,0,0,0.100
52.09067531,0.008960205,0,0,0.100
52.09052013,0.008825289,0,0,0.106
52.09036495,0.008690372,0,0,0.100
52.09020978,0.008555456,0,0,0.100
52.0900546,0.00842054,0,0,0.100
52.08989942,0.008285623,0,0,0.114
52.08974425,0.008150707,0,0,0.100
52.08958907,0.008015791,0,0,0.100
52.08943389,0.007880874,0,0,0.100
52.08927872,0.007745958,0,0,0.135
52.08912354,0.007611042,0,0,0.100
52.08896836,0.007476125,0,0,0.100
52.08881319,0.007341209,0,0,0.152
52.08865784,0.007206491,0,0,0.100
52.08850247,0.007071796,0,0,0.100
52.0883471,0.006937101,0,0,0.100
52.08819173,0.006802407,0,0,0.100
52.08803636,0.006667712,0,0,0.100
52.08788099,0.006533017,0,0,0.100
52.08772562,0.006398322,0,0,0.100
52.08757025,0.006263627,0,0,0.100
52.08741488,0.006128933,0,0,0.100
52.08725952,0.005994238,0,0,0.108
52.08710415,0.005859543,0,0,0.100
52.08694896,0.005724636,0,0,0.100
52.08679383,0.00558967,0,0,0.158
52.0866387,0.005454703,0,0,0.100
52.08648356,0.005319737,0,0,0.100
52.08632843,0.00518477,0,0,0.100
52.0861733,0.005049804,0,0,0.100
52.08601816,0.004914837,0,0,0.100
52.08586303,0.004779871,0,0,0.100
52.0857079,0.004644904,0,0,0.100
52.08555276,0.004509938,0,0,0.100
52.08539763,0.004374971,0,0,0.143
52.0852425,0.004240005,0,0,0.100
52.08508736,0.004105039,0,0,0.128
52.08493223,0.003970072,0,0,0.100
52.0847771,0.003835106,0,0,0.100
52.08462197,0.003700139,0,0,0.103
52.08446683,0.003565173,0,0,0.100
52.0843117,0.003430206,0,0,0.107
52.08415657,0.00329524,0,0,0.142
52.08400143,0.003160273,0,0,0.100
52.0838463,0.003025307,0,0,0.113
52.08369117,0.00289034,0,0,0.100
52.08353603,0.002755374,0,0,0.150
52.0833809,0.002620407,0,0,0.100
52.08322577,0.002485441,0,0,0.170
52.08307063,0.002350475,0,0,0.100
52.0829155,0.002215508,0,0,0.100
52.08276037,0.002080542,0,0,0.100
52.08260524,0.001945575,0,0,0.100
52.0824501,0.001810609,0,0,0.125
52.08229493,0.00167569,0,0,0.100
52.08213966,0.001540882,0,0,0.100
52.08198439,0.001406074,0,0,0.100
52.08182911,0.001271266,0,0,0.100
52.08167384,0.001136459,0,0,0.100
52.08151857,0.001001651,0,0,0.100
52.0813633,0.000866843,0,0,0.125
52.08120803,0.000732035,0,0,0.127
52.08105276,0.000597227,0,0,0.109
52.08089749,0.000462419,0,0,0.100
52.08074222,0.000327611,0,0,0.100
52.08058695,0.000192803,0,0,0.100
52.08043168,5.80E-05,0,0,0.100
52.08027641,-7.68E-05,0,0,0.167
52.08012113,-0.000211621,0,0,0.136
52.07996586,-0.000346428,0,0,0.100
52.07981059,-0.000481236,0,0,0.100
52.07965532,-0.000616044,0,0,0.104
52.07950005,-0.000750852,0,0,0.100
52.07934478,-0.00088566,0,0,0.100
52.07918951,-0.001020468,0,0,0.100
52.07903424,-0.001155276,0,0,0.100
52.07887897,-0.001290084,0,0,0.100
52.0787237,-0.001424892,0,0,0.187
52.07856843,-0.0015597,0,0,0.130
52.07841316,-0.001694507,0,0,0.100
52.07825788,-0.001829315,0,0,0.128
52.07810261,-0.001964123,0,0,0.170
52.07794734,-0.002098931,0,0,0.147
52.07779207,-0.002233739,0,0,0.104
52.0776368,-0.002368547,0,0,0.100
52.07748153,-0.002503355,0,0,0.138
52.07732626,-0.002638163,0,0,0.123
52.07717099,-0.002772971,0,0,0.149
52.07701572,-0.002907779,0,0,0.136
52.07686045,-0.003042587,0,0,0.158
52.07670518,-0.003177394,0,0,0.100
52.0765499,-0.003312202,0,0,0.172
52.07639463,-0.00344701,0,0,0.117
52.07623936,-0.003581818,0,0,0.211
52.07608409,-0.003716626,0,0,0.100
52.07592882,-0.003851434,0,0,0.196
52.07577355,-0.003986242,0,0,0.119
52.07561828,-0.00412105,0,0,0.100
52.07546301,-0.004255858,0,0,0.100
52.07530774,-0.004390666,0,0,0.100
52.07515247,-0.004525473,0,0,0.133
52.0749972,-0.004660281,0,0,0.139
52.07484192,-0.004795089,0,0,0.100
52.07468665,-0.004929897,0,0,0.113
52.07453138,-0.005064705,0,0,0.222
52.07437611,-0.005199513,0,0,0.202
52.07422084,-0.005334321,0,0,0.138
52.07406557,-0.005469129,0,0,0.118
52.0739103,-0.005603937,0,0,0.123
52.07375503,-0.005738745,0,0,0.148
52.07359976,-0.005873553,0,0,0.100
52.07344449,-0.00600836,0,0,0.106
52.07328922,-0.006143168,0,0,0.100
52.07313395,-0.006277976,0,0,0.140
52.07297867,-0.006412784,0,0,0.153
52.0728234,-0.006547592,0,0,0.100
52.07266813,-0.0066824,0,0,0.201
52.07251286,-0.006817208,0,0,0.100
52.07235759,-0.006952016,0,0,0.100
52.07220232,-0.007086824,0,0,0.135
52.07204705,-0.007221632,0,0,0.177
52.07189178,-0.00735644,0,0,0.209
52.07173651,-0.007491247,0,0,0.103
52.07158124,-0.007626055,0,0,0.180
52.07142597,-0.007760863,0,0,0.125
52.07127069,-0.007895671,0,0,0.119
52.07111542,-0.008030479,0,0,0.172
52.07096015,-0.008165287,0,0,0.161
52.07080488,-0.008300095,0,0,0.100
52.07064961,-0.008434903,0,0,0.204
52.07049434,-0.008569711,0,0,0.199
52.07033907,-0.008704519,0,0,0.100
52.0701838,-0.008839326,0,0,0.151
52.07002853,-0.008974134,0,0,0.157
52.06987326,-0.009108942,0,0,0.146
52.06971799,-0.00924375,0,0,0.106
52.06956271,-0.009378558,0,0,0.100
52.06940744,-0.009513366,0,0,0.133
52.06925217,-0.009648174,0,0,0.194
52.0690969,-0.009782982,0,0,0.163
52.06894163,-0.00991779,0,0,0.118
52.06878636,-0.010052598,0,0,0.176
52.06863109,-0.010187406,0,0,0.100
52.06847582,-0.010322213,0,0,0.196
52.06832055,-0.010457021,0,0,0.100
52.06816528,-0.010591829,0,0,0.121
52.06801001,-0.010726637,0,0,0.100
52.06785474,-0.010861445,0,0,0.100
52.06769946,-0.010996253,0,0,0.199
52.06754419,-0.011131061,0,0,0.118
52.06738892,-0.011265869,0,0,0.159
52.06723365,-0.011400677,0,0,0.140
52.06707838,-0.011535485,0,0,0.167
52.06692311,-0.011670292,0,0,0.148
52.06676784,-0.0118051,0,0,0.100
52.06661257,-0.011939908,0,0,0.195
52.0664573,-0.012074716,0,0,0.121
52.06630203,-0.012209524,0,0,0.100
52.06614676,-0.012344332,0,0,0.125
52.06599148,-0.01247914,0,0,0.222
52.06583621,-0.012613948,0,0,0.190
52.06568094,-0.012748756,0,0,0.131
52.06552567,-0.012883564,0,0,0.131
52.0653704,-0.013018372,0,0,0.133
52.06521513,-0.013153179,0,0,0.254
52.06505986,-0.013287987,0,0,0.170
52.06490459,-0.013422795,0,0,0.173
52.06474932,-0.013557603,0,0,0.203
52.06459405,-0.013692411,0,0,0.164
52.06443878,-0.013827219,0,0,0.140
52.0642835,-0.013962027,0,0,0.143
52.06412823,-0.014096835,0,0,0.150
52.06397296,-0.014231643,0,0,0.152
52.06381769,-0.014366451,0,0,0.191
52.06366242,-0.014501258,0,0,0.158
52.06350715,-0.014636066,0,0,0.192
52.06335188,-0.014770874,0,0,0.152
52.06319661,-0.014905682,0,0,0.161
52.06304134,-0.01504049,0,0,0.100
52.06288607,-0.015175298,0,0,0.204
52.0627308,-0.015310106,0,0,0.176
52.06257553,-0.015444914,0,0,0.209
52.06242025,-0.015579722,0,0,0.100
52.06226524,-0.015714826,0,0,0.264
52.06211025,-0.015849953,0,0,0.153
52.06195526,-0.015985081,0,0,0.216
52.06180026,-0.016120208,0,0,0.109
52.06164527,-0.016255336,0,0,0.193
52.06149028,-0.016390463,0,0,0.110
52.06133528,-0.016525591,0,0,0.132
52.06118029,-0.016660718,0,0,0.259
52.0610253,-0.016795846,0,0,0.154
52.06087031,-0.016930973,0,0,0.175
52.06071531,-0.017066101,0,0,0.208
52.06056032,-0.017201228,0,0,0.190
52.06040533,-0.017336356,0,0,0.173
52.06025033,-0.017471483,0,0,0.184
52.06009534,-0.017606611,0,0,0.287
52.05994035,-0.017741739,0,0,0.164
52.05978536,-0.017876866,0,0,0.178
52.05963036,-0.018011994,0,0,0.221
52.05947537,-0.018147121,0,0,0.224
52.05932038,-0.018282249,0,0,0.228
52.05916538,-0.018417376,0,0,0.201
52.05901039,-0.018552504,0,0,0.113
52.0588554,-0.018687631,0,0,0.252
52.05870041,-0.018822759,0,0,0.113
52.05854541,-0.018957886,0,0,0.186
52.05839042,-0.019093014,0,0,0.134
52.05823543,-0.019228141,0,0,0.169
52.05808044,-0.019363269,0,0,0.189
52.05792544,-0.019498397,0,0,0.189
52.05777045,-0.019633524,0,0,0.195
52.05761546,-0.019768652,0,0,0.255
52.05746046,-0.019903779,0,0,0.197
52.05730547,-0.020038907,0,0,0.162
52.05715048,-0.020174034,0,0,0.223
52.05699549,-0.020309162,0,0,0.235
52.05684049,-0.020444289,0,0,0.115
52.0566855,-0.020579417,0,0,0.206
52.05653051,-0.020714544,0,0,0.212
52.05637551,-0.020849672,0,0,0.162
52.05622052,-0.020984799,0,0,0.246
52.05606553,-0.021119927,0,0,0.170
52.05591309,-0.021257429,0,0,0.185
52.05578963,-0.021421866,0,0,0.170
52.05566617,-0.021586302,0,0,0.180
52.05554271,-0.021750739,0,0,0.125
52.05541924,-0.021915176,0,0,0.108
52.05529578,-0.022079613,0,0,0.260
52.05517232,-0.022244049,0,0,0.138
52.05504886,-0.022408486,0,0,0.131
52.0549254,-0.022572923,0,0,0.100
52.05478317,-0.02272034,0,0,0.150
52.05468196,-0.022897371,0,0,0.116
52.05458954,-0.023081058,0,0,0.265
52.05449712,-0.023264744,0,0,0.233
52.0544047,-0.02344843,0,0,0.149
52.05431228,-0.023632116,0,0,0.296
52.05421985,-0.023815802,0,0,0.233
52.05413149,-0.024001362,0,0,0.168
52.05405164,-0.02419085,0,0,0.100
52.05397179,-0.024380338,0,0,0.299
52.05390011,-0.024572868,0,0,0.116
52.05383666,-0.024768461,0,0,0.103
52.05377322,-0.024964055,0,0,0.237
52.05370977,-0.025159648,0,0,0.308
52.05364632,-0.025355242,0,0,0.256
52.05358288,-0.025550835,0,0,0.215
52.05351943,-0.025746429,0,0,0.217
52.05345598,-0.025942022,0,0,0.230
52.05339868,-0.026139344,0,0,0.226
52.05335078,-0.026339315,0,0,0.202
52.05330475,-0.026539713,0,0,0.194
52.05326059,-0.026740542,0,0,0.185
52.05321643,-0.026941371,0,0,0.151
52.05317228,-0.0271422,Royston,1272012,0.175
52.0531281,-0.027343025,0,0,0.105
52.05308392,-0.02754385,0,0,0.185
52.05303974,-0.027744674,0,0,0.141
52.05299557,-0.027945499,0,0,0.135
52.05295139,-0.028146323,0,0,0.200
52.05290721,-0.028347147,0,0,0.260
52.05286303,-0.028547972,0,0,0.237
52.05281885,-0.028748796,0,0,0.113
52.05277467,-0.028949621,0,0,0.142
52.05273049,-0.029150445,0,0,0.239
52.05268631,-0.029351269,0,0,0.143
52.05264213,-0.029552094,0,0,0.181
52.05259795,-0.029752918,0,0,0.220
52.05255378,-0.029953743,0,0,0.144
52.0525096,-0.030154567,0,0,0.198
52.05246542,-0.030355391,0,0,0.127
52.05242124,-0.030556216,0,0,0.163
52.05237706,-0.03075704,0,0,0.210
52.05233288,-0.030957865,0,0,0.114
52.0522887,-0.031158689,0,0,0.216
52.05224452,-0.031359513,0,0,0.193
52.05220034,-0.031560338,0,0,0.222
52.05215616,-0.031761162,0,0,0.206
52.05211199,-0.031961986,0,0,0.263
52.05206781,-0.032162811,0,0,0.201
52.05202363,-0.032363635,0,0,0.174
52.05197945,-0.03256446,0,0,0.202
52.05193527,-0.032765284,0,0,0.223
52.05189109,-0.032966108,0,0,0.198
52.05184691,-0.033166933,0,0,0.198
52.05180273,-0.033367757,0,0,0.161
52.05175855,-0.033568582,0,0,0.163
52.05171437,-0.033769406,0,0,0.126
52.0516702,-0.03397023,0,0,0.284
52.05162602,-0.034171055,0,0,0.135
52.05158184,-0.034371879,0,0,0.162
52.05153766,-0.034572704,0,0,0.161
52.05149348,-0.034773528,0,0,0.242
52.0514493,-0.034974352,0,0,0.183
52.05140512,-0.035175177,0,0,0.260
52.05136094,-0.035376001,0,0,0.164
52.05131676,-0.035576826,0,0,0.212
52.05127259,-0.03577765,0,0,0.156
52.05122841,-0.035978474,0,0,0.305
52.05118423,-0.036179299,0,0,0.139
52.05114005,-0.036380123,0,0,0.214
52.05109587,-0.036580948,0,0,0.230
52.05105169,-0.036781772,0,0,0.219
52.05100751,-0.036982596,0,0,0.189
52.05096333,-0.037183421,0,0,0.192
52.05091915,-0.037384245,0,0,0.201
52.05087497,-0.037585069,0,0,0.192
52.0508308,-0.037785894,0,0,0.247
52.05078662,-0.037986718,0,0,0.310
52.05074244,-0.038187543,0,0,0.171
52.05069826,-0.038388367,0,0,0.131
52.05065408,-0.038589191,0,0,0.195
52.0506099,-0.038790016,0,0,0.328
52.05056572,-0.03899084,0,0,0.159
52.05052154,-0.039191665,0,0,0.282
52.05047736,-0.039392489,0,0,0.284
52.05043318,-0.039593313,0,0,0.172
52.05038901,-0.039794138,0,0,0.228
52.05034483,-0.039994962,0,0,0.281
52.05030065,-0.040195787,0,0,0.181
52.05025647,-0.040396611,0,0,0.190
52.05021229,-0.040597435,0,0,0.171
52.05016811,-0.04079826,0,0,0.149
52.05012393,-0.040999084,0,0,0.167
52.05007975,-0.041199909,0,0,0.139
52.05003557,-0.041400733,0,0,0.202
52.04999139,-0.041601557,0,0,0.161
52.04994722,-0.041802382,0,0,0.212
52.04990304,-0.042003206,0,0,0.122
52.04985886,-0.042204031,0,0,0.217
52.04981468,-0.042404855,0,0,0.242
52.0497705,-0.042605679,0,0,0.100
52.04972632,-0.042806504,0,0,0.219
52.04968214,-0.043007328,0,0,0.261
52.04963796,-0.043208153,0,0,0.139
52.04959378,-0.043408977,0,0,0.284
52.04954961,-0.043609801,0,0,0.221
52.04950543,-0.043810626,0,0,0.165
52.04946125,-0.04401145,0,0,0.197
52.04941707,-0.044212274,0,0,0.228
52.04937289,-0.044413099,0,0,0.204
52.04932871,-0.044613923,0,0,0.227
52.04928453,-0.044814748,0,0,0.154
52.04924035,-0.045015572,0,0,0.208
52.04919617,-0.045216396,0,0,0.129
52.04915199,-0.045417221,0,0,0.194
52.04910782,-0.045618045,0,0,0.154
52.04906364,-0.04581887,0,0,0.163
52.04901946,-0.046019694,0,0,0.261
52.04897528,-0.046220518,0,0,0.254
52.0489311,-0.046421343,0,0,0.230
52.04888692,-0.046622167,0,0,0.144
52.04884274,-0.046822992,0,0,0.183
52.04879856,-0.047023816,0,0,0.259
52.04875438,-0.04722464,0,0,0.206
52.0487102,-0.047425465,0,0,0.315
52.04866603,-0.047626289,0,0,0.218
52.04862185,-0.047827114,0,0,0.208
52.04857767,-0.048027938,0,0,0.183
52.04853349,-0.048228762,0,0,0.205
52.04848931,-0.048429587,0,0,0.190
52.04844513,-0.048630411,0,0,0.233
52.04840095,-0.048831236,0,0,0.246
52.04835677,-0.04903206,0,0,0.158
52.04831259,-0.049232884,0,0,0.131
52.04826841,-0.049433709,0,0,0.106
52.04822424,-0.049634533,0,0,0.223
52.04818006,-0.049835358,0,0,0.142
52.04813588,-0.050036182,0,0,0.100
52.0480917,-0.050237006,0,0,0.216
52.04804752,-0.050437831,0,0,0.321
52.04800334,-0.050638655,0,0,0.196
52.04795916,-0.050839479,0,0,0.238
52.04791498,-0.051040304,0,0,0.200
52.0478708,-0.051241128,0,0,0.191
52.04782663,-0.051441953,0,0,0.242
52.04778245,-0.051642777,0,0,0.181
52.04773827,-0.051843601,0,0,0.209
52.04769409,-0.052044426,0,0,0.211
52.04764991,-0.05224525,0,0,0.162
52.04760573,-0.052446075,0,0,0.244
52.04756156,-0.0526469,0,0,0.186
52.04751739,-0.052847728,0,0,0.157
52.04747323,-0.053048555,0,0,0.221
52.04742906,-0.053249382,0,0,0.149
52.04738489,-0.053450209,0,0,0.195
52.04734073,-0.053651037,0,0,0.193
52.04729656,-0.053851864,0,0,0.248
52.0472524,-0.054052691,0,0,0.217
52.04720823,-0.054253518,0,0,0.192
52.04716406,-0.054454346,0,0,0.234
52.0471199,-0.054655173,0,0,0.262
52.04707573,-0.054856,0,0,0.220
52.04703157,-0.055056827,0,0,0.192
52.0469874,-0.055257655,0,0,0.126
52.04694323,-0.055458482,0,0,0.138
52.04689907,-0.055659309,0,0,0.176
52.0468549,-0.055860136,0,0,0.160
52.04681019,-0.056060837,0,0,0.181
52.04676122,-0.056260546,0,0,0.193
52.04671224,-0.056460255,0,0,0.217
52.04666327,-0.056659964,0,0,0.186
52.04661429,-0.056859674,0,0,0.214
52.04656532,-0.057059383,0,0,0.193
52.04651635,-0.057259092,0,0,0.100
52.04646737,-0.057458801,0,0,0.142
52.0464184,-0.05765851,0,0,0.181
52.04636942,-0.057858219,0,0,0.128
52.04632045,-0.058057928,0,0,0.218
52.04627147,-0.058257637,0,0,0.264
52.0462225,-0.058457346,0,0,0.248
52.04617352,-0.058657055,0,0,0.176
52.04612243,-0.05885619,0,0,0.261
52.04606369,-0.059053246,0,0,0.194
52.04600494,-0.059250302,0,0,0.169
52.04594619,-0.059447358,0,0,0.155
52.04588745,-0.059644414,0,0,0.170
52.0458287,-0.05984147,0,0,0.166
52.04576995,-0.060038526,0,0,0.193
52.04571121,-0.060235582,0,0,0.192
52.04565246,-0.060432638,0,0,0.184
52.04559371,-0.060629694,0,0,0.206
52.04553497,-0.06082675,0,0,0.243
52.04547622,-0.061023806,0,0,0.230
52.04541747,-0.061220861,0,0,0.108
52.04535873,-0.061417917,0,0,0.100
52.04529998,-0.061614973,0,0,0.229
52.04524123,-0.061812029,0,0,0.113
52.04518249,-0.062009085,0,0,0.170
52.04512374,-0.062206141,0,0,0.122
52.04506499,-0.062403197,0,0,0.100
52.04500625,-0.062600253,0,0,0.207
52.0449475,-0.062797309,0,0,0.218
52.04488875,-0.062994365,0,0,0.150
52.04483001,-0.063191421,0,0,0.100
52.04477126,-0.063388477,0,0,0.151
52.04471252,-0.063585533,0,0,0.198
52.04465377,-0.063782589,0,0,0.104
52.04459502,-0.063979645,0,0,0.187
52.04453628,-0.064176701,0,0,0.176
52.04447753,-0.064373757,0,0,0.206
52.04441878,-0.064570813,0,0,0.182
52.04435892,-0.064767533,0,0,0.127
52.04429905,-0.064964252,0,0,0.235
52.04423919,-0.065160972,0,0,0.167
52.04417933,-0.065357691,0,0,0.173
52.04411946,-0.065554411,0,0,0.127
52.0440596,-0.06575113,0,0,0.151
52.04399974,-0.06594785,0,0,0.129
52.04393987,-0.066144569,0,0,0.164
52.04388001,-0.066341289,0,0,0.258
52.04382015,-0.066538008,0,0,0.103
52.04376028,-0.066734728,0,0,0.100
52.04370042,-0.066931447,0,0,0.245
